id,x_min,y_min,x_max,y_max
404249,87.6827392578125,478.3619689941406,228.7198486328125,559.5107421875
404249,87.6827392578125,478.3619689941406,228.7198486328125,559.5107421875
38829,408.7701416015625,177.04104614257812,632.3829345703125,360.884765625
38829,408.7701416015625,177.04104614257812,632.3829345703125,360.884765625
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
38829,98.39714050292969,206.10670471191406,431.95635986328125,411.3664855957031
488592,253.9295196533203,408.86187744140625,315.9177551269531,436.33154296875
488592,253.9295196533203,408.86187744140625,315.9177551269531,436.33154296875
145620,296.4607849121094,138.6643829345703,472.4244079589844,327.62109375
145620,296.4607849121094,138.6643829345703,472.4244079589844,327.62109375
145620,296.4607849121094,138.6643829345703,472.4244079589844,327.62109375
145620,296.4607849121094,138.6643829345703,472.4244079589844,327.62109375
145620,296.4607849121094,138.6643829345703,472.4244079589844,327.62109375
51314,46.43342971801758,249.3822479248047,636.6764526367188,352.5837097167969
51314,46.43342971801758,249.3822479248047,636.6764526367188,352.5837097167969
51314,46.85516357421875,251.51348876953125,269.4071960449219,344.2632141113281
51314,46.85516357421875,251.51348876953125,269.4071960449219,344.2632141113281
329827,307.4285583496094,304.5661926269531,419.0500183105469,357.3795166015625
329827,307.4285583496094,304.5661926269531,419.0500183105469,357.3795166015625
329827,307.4285583496094,304.5661926269531,419.0500183105469,357.3795166015625
329827,309.3189392089844,306.6951904296875,383.20263671875,340.4725646972656
329827,309.3189392089844,306.6951904296875,383.20263671875,340.4725646972656
329827,309.3189392089844,306.6951904296875,383.20263671875,340.4725646972656
547336,115.48820495605469,169.5614471435547,278.0380554199219,314.70489501953125
547336,115.48820495605469,169.5614471435547,278.0380554199219,314.70489501953125
47585,23.52113151550293,10.72287654876709,367.8388671875,262.07928466796875
47585,23.52113151550293,10.72287654876709,367.8388671875,262.07928466796875
47585,23.52113151550293,10.72287654876709,367.8388671875,262.07928466796875
47585,23.52113151550293,10.72287654876709,367.8388671875,262.07928466796875
99242,312.88031005859375,263.4550476074219,431.54547119140625,302.68218994140625
99242,312.88031005859375,263.4550476074219,431.54547119140625,302.68218994140625
99242,312.88031005859375,263.4550476074219,431.54547119140625,302.68218994140625
415536,258.8057556152344,173.55316162109375,391.40716552734375,313.8040466308594
415536,258.8057556152344,173.55316162109375,391.40716552734375,313.8040466308594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
400803,97.97923278808594,92.76105499267578,370.76544189453125,403.9827575683594
214192,485.4425048828125,83.245849609375,630.7138061523438,218.8961639404297
214192,485.4425048828125,83.245849609375,630.7138061523438,218.8961639404297
214192,485.4425048828125,83.245849609375,630.7138061523438,218.8961639404297
214192,485.4425048828125,83.245849609375,630.7138061523438,218.8961639404297
214192,485.4425048828125,83.245849609375,630.7138061523438,218.8961639404297
214192,278.51416015625,211.214111328125,475.352783203125,392.3476257324219
214192,278.51416015625,211.214111328125,475.352783203125,392.3476257324219
214192,278.51416015625,211.214111328125,475.352783203125,392.3476257324219
214192,278.51416015625,211.214111328125,475.352783203125,392.3476257324219
214192,278.51416015625,211.214111328125,475.352783203125,392.3476257324219
378116,444.9502258300781,246.214599609375,508.966796875,295.8421630859375
378116,444.9502258300781,246.214599609375,508.966796875,295.8421630859375
269121,324.7237243652344,208.74241638183594,431.89892578125,339.2824401855469
269121,324.7237243652344,208.74241638183594,431.89892578125,339.2824401855469
269121,324.7237243652344,208.74241638183594,431.89892578125,339.2824401855469
281754,21.83563232421875,2.451810598373413,412.5404052734375,203.3461151123047
281754,21.83563232421875,2.451810598373413,412.5404052734375,203.3461151123047
281754,21.83563232421875,2.451810598373413,412.5404052734375,203.3461151123047
281754,21.83563232421875,2.451810598373413,412.5404052734375,203.3461151123047
347174,155.7982940673828,21.098403930664062,424.73858642578125,635.158935546875
347174,155.7982940673828,21.098403930664062,424.73858642578125,635.158935546875
246963,437.2876892089844,221.60748291015625,538.2033081054688,316.18548583984375
246963,437.2876892089844,221.60748291015625,538.2033081054688,316.18548583984375
246963,437.2876892089844,221.60748291015625,538.2033081054688,316.18548583984375
246963,437.2876892089844,221.60748291015625,538.2033081054688,316.18548583984375
246963,354.94708251953125,157.72967529296875,449.3927917480469,249.8832244873047
246963,354.94708251953125,157.72967529296875,449.3927917480469,249.8832244873047
246963,354.94708251953125,157.72967529296875,449.3927917480469,249.8832244873047
246963,354.94708251953125,157.72967529296875,449.3927917480469,249.8832244873047
246963,80.31713104248047,127.60935974121094,153.51007080078125,215.82411193847656
246963,80.31713104248047,127.60935974121094,153.51007080078125,215.82411193847656
246963,80.31713104248047,127.60935974121094,153.51007080078125,215.82411193847656
246963,155.29061889648438,139.34803771972656,243.23216247558594,241.74652099609375
246963,155.29061889648438,139.34803771972656,243.23216247558594,241.74652099609375
246963,155.29061889648438,139.34803771972656,243.23216247558594,241.74652099609375
246963,222.58999633789062,137.1325225830078,278.3149719238281,220.15509033203125
246963,222.58999633789062,137.1325225830078,278.3149719238281,220.15509033203125
246963,222.58999633789062,137.1325225830078,278.3149719238281,220.15509033203125
291634,51.628074645996094,290.83990478515625,407.5885925292969,442.41912841796875
291634,14.688465118408203,220.25653076171875,232.00404357910156,382.88922119140625
291634,51.628074645996094,290.83990478515625,407.5885925292969,442.41912841796875
291634,14.688465118408203,220.25653076171875,232.00404357910156,382.88922119140625
291634,51.628074645996094,290.83990478515625,407.5885925292969,442.41912841796875
291634,14.688465118408203,220.25653076171875,232.00404357910156,382.88922119140625
516173,165.96575927734375,274.37908935546875,239.4698028564453,446.5932312011719
516173,165.96575927734375,274.37908935546875,239.4698028564453,446.5932312011719
302452,130.24716186523438,65.9951400756836,275.3362121582031,402.5262451171875
396903,21.481094360351562,271.26971435546875,412.2570495605469,406.20989990234375
396903,21.481094360351562,271.26971435546875,412.2570495605469,406.20989990234375
396903,21.481094360351562,271.26971435546875,412.2570495605469,406.20989990234375
119516,418.8456726074219,236.79513549804688,453.801025390625,283.5694885253906
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
27768,1.815913438796997,161.53237915039062,574.8543701171875,596.299072265625
267537,85.41914367675781,68.40538024902344,283.7470703125,181.8755340576172
267537,85.41914367675781,68.40538024902344,283.7470703125,181.8755340576172
267537,85.41914367675781,68.40538024902344,283.7470703125,181.8755340576172
267537,259.8818664550781,58.04899597167969,446.293212890625,141.9997100830078
267537,259.8818664550781,58.04899597167969,446.293212890625,141.9997100830078
316054,156.043701171875,191.151611328125,405.6827697753906,296.90960693359375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
260106,106.56603240966797,107.83340454101562,378.23492431640625,481.5091552734375
248112,233.50057983398438,223.19700622558594,262.1444396972656,257.1754150390625
248112,233.50057983398438,223.19700622558594,262.1444396972656,257.1754150390625
248112,233.50057983398438,223.19700622558594,262.1444396972656,257.1754150390625
267191,5.747279644012451,35.30211639404297,636.987060546875,476.2618713378906
267191,5.747279644012451,35.30211639404297,636.987060546875,476.2618713378906
267191,2.410602569580078,277.0474853515625,240.4656219482422,475.1099548339844
267191,5.747279644012451,35.30211639404297,636.987060546875,476.2618713378906
267191,5.747279644012451,35.30211639404297,636.987060546875,476.2618713378906
462728,205.57872009277344,223.7478790283203,340.544921875,272.67340087890625
462728,205.57872009277344,223.7478790283203,340.544921875,272.67340087890625
451879,236.72129821777344,10.172103881835938,272.2740478515625,45.411842346191406
451879,236.72129821777344,10.172103881835938,272.2740478515625,45.411842346191406
451879,444.83526611328125,235.56036376953125,496.07647705078125,293.8953552246094
326541,170.15061950683594,81.78467559814453,226.0412139892578,217.95794677734375
297595,129.38174438476562,258.8996276855469,201.98594665527344,280.5932922363281
297595,129.38174438476562,258.8996276855469,201.98594665527344,280.5932922363281
334371,232.34194946289062,184.9306182861328,428.6593322753906,297.94891357421875
334371,413.58880615234375,200.19346618652344,549.1854858398438,294.60748291015625
269632,95.75816345214844,51.46173095703125,503.227294921875,364.460693359375
434230,122.24465942382812,55.15700149536133,236.7047119140625,175.19406127929688
377113,264.67889404296875,348.9672546386719,424.9958190917969,397.7088928222656
377113,264.67889404296875,348.9672546386719,424.9958190917969,397.7088928222656
377113,264.67889404296875,348.9672546386719,424.9958190917969,397.7088928222656
377113,233.42031860351562,308.9227294921875,426.0159912109375,399.1548767089844
377113,233.42031860351562,308.9227294921875,426.0159912109375,399.1548767089844
